paper_id,keyword_match
1fe6e8ca56082d3cccc6138bb34c521a55eab689,"['vitamin a', 'water', 'bartonellosis', 'cryptosporidiosis', 'rash', 'rabies', 'nr', 'pica', 'sodium bicarbonate', 'diphenhydramine', 'tiletamine', 'carbon dioxide', 'babesiosis', 'dimethyl sulfoxide', 'butorphanol', 'hypomagnesemia', 'isoflurane', 'ticks', 'johne disease', 'adenosine', 'cataracts', 'xylazine', 'giardiasis', 'lactic acid', 'starch', 'pam', 'medetomidine', 'vitamin e', 'glycopyrrolate', 'peripheral vasoconstriction', 'toxoplasmosis', 'ataxia', 'etorphine', 'hypotension', 'elm', 'weight loss', 'ketamine hydrochloride', 'butorphanol tartrate', 'ketamine', 'sevoflurane', 'sarcocystosis', 'calcium', 'cyanosis', 'phenothiazine', 'periodontal disease', 'tuberculosis', 'carfentanil citrate', 'aids', 'cataract', 'pectin', 'fusobacterium necrophorum', 'detomidine', 'oxygen', 'tuberculin', 'carfentanil', 'tic', 'diazepam', 'atropine', 'corneal opacity', 'dopamine', 'lime']"
b8c816b6461d1c8bf4603f85f6e9841c172a8bc1,"['nr', 'pain', 'paraffin', 'ether', 'middle east respiratory syndrome', 'rigi', 'middle east respiratory syndrome coronavirus', 'helium', 'tic', 'formaldehyde']"
c74103d221a534d0d7b946109eb696437880e7fe,"['ethanol', 'nr', 'pica', 'glutaral', 'paraffin', 'agar', 'propylene oxide', 'helium', 'tic', 'alcohol', 'ampicillin']"
549932f86b8f9e52e990b8e0b85db63bdd48ac0e,"['cytomegalovirus', 'water', 'nr', 'pica', 'rigors', 'respiratory distress', 'c syndrome', 'prednisolone', 'ribavirin', 'varicella', 'methylprednisolone', 'ether', 'middle east respiratory syndrome', 'oseltamivir', 'ataxia', 'rigi', 'nitric oxide', 'cough', 'thc', 'cardiac arrest', 'oxygen', 'transcription', 'helium', 'tic']"
454b9434495fa5d90170a8fb0ec43e77c0f7cfca,"['water', 'weight gain', 'eating disorders', 'thc', 'tic']"
54cbb1fc4b77ae332cdb8f44a321f9db35afe2f1,"['rash', 'wnt', 'ether', 'falls', 'obesity', 'thc', 'aids', 'tic', 'influenza']"
249562b091482dd3e0ca8bdc45ea1d7c52ba1616,"['cytomegalovirus', 'chlamydophila pneumoniae', 'parainfluenza', 'legionella pneumophila', 'ether', 'respiratory syncytial virus', 'pertussis', 'adenovirus', 'cox', 'tic', 'influenza', 'mycoplasma pneumonia', 'rhinovirus', 'common cold', 'mycoplasma pneumoniae']"
f4c0f889cf8137c9ffb350849afc5094a8396056,"['ether', 'tic']"
8f07e45fbcbd8d663676f787b0f06c9df8cdce03,"['pi3k', 'fluorescein', 'nr', 'salicylic acid', 'apoptosis', 'ether', 'pam', 'hypotension', 'elm', 'calcium', 'wine', 'streptomycin', 'autophagy', 'transcription', 'potassium', 'tic', 'thiosalicylic acid']"
4748ceca08233f0869c4e2d028f575fead051b64,"['pica', 'paraformaldehyde', 'ether', 'agar', 'sodium pyrophosphate', 'aprotinin', 'streptomycin', 'hepatocellular carcinoma', 'tic', 'severe acute respiratory syndrome', 'formaldehyde', 'hepatitis c']"
5cf76dbfa9c49af9c103831262eb4621ca3f5d43,"['doxorubicin', 'semliki forest virus', 'water', 'serine', 'eating disorders', 'nr', 'measles', 'pica', 'histidine', 'rosin', 'arginine', 'hh', 'ether', 'simian virus 40', 'pam', 'herpes simplex', 'rigi', 'tryptophan', 'alanine', 'leucine', 'tyrosine', 'glycine', 'cholesterol', 'proline', 'choline', 'dengue', 'tic', 'influenza', 'valine', 'fits']"
