paper_id,keyword_match
7240406908e804d95979dc778c8f39da9e832f3b,"['brazilian purpuric fever', 'dengue', 'yellow fever', 'west nile fever', 'anthrax', 'rubella', 'chagas disease', 'botulism', 'oropouche fever', 'varicella', 'c syndrome', 'tic', 'spotted fever', 'hantavirus', 'ether', 'saint louis encephalitis', 'prion disease', 'measles', 'rigi', 'syphilis', 'severe acute respiratory syndrome']"
c051ae3e13770b683df8beca5ae92f808aa9f907,"['influenza', 'wine', 'norovirus', 'nlr', 'paraformaldehyde', 'type i ifn', 'streptomycin', 'transcription', 'helium', 'tyrosine', 'ifn', 'vesicular stomatitis virus', 'rotavirus', 'tic', 'formaldehyde', 'stomatitis', 'ether', 'water', 'rosin']"
e22593f70abc92502b22dc738c4839ff9b0f6581,"['influenza', 'toxoplasmosis', 'infectious mononucleosis', 'tic', 'aids', 'pica', 'ether', 'lymphadenopathy', 'rigi']"
654bd8540af8e404debb6f7712df44efb39c58f6,"['hyphema', 'ascites', 'nitrogen', 'urea', 'alanine', 'transcription', 'ataxia', 'creatinine', 'abdominal distension', 'tic', 'glucose', 'weight loss', 'potassium', 'calcium', 'scot', 'stomatitis', 'pica', 'chorioretinitis', 'ether', 'uveitis', 'rigi']"
527a59de70fdcc7bb97cbda95296301cfac7fc71,"['rigidity', 'influenza', 'avian influenza', 'wine', 'fits', 'nr', 'tic', 'rigi', 'severe acute respiratory syndrome', 'hh']"
68c75abe54d5b162839f0e67a9dceb28f5caeb05,"['adenovirus', 'influenza', 'tularemia', 'fits', 'herpes virus 6', 'cox', 'conjunctivitis', 'myalgia', 'sandfly fever', 'infectious mononucleosis', 'peripheral vasoconstriction', 'tic', 'leptospirosis', 'glucose', 'endocrine', 'tnf', 'glycolysis', 'aids', 'fatigue', 'dilated cardiomyopathy', 'measles', 'splenomegaly', 'water', 'oxygen', 'pyrexia']"
a6710de3d37d904ff942033cd4bae31854df5dd2,"['agar', 'lymphocytic choriomeningitis', 'influenza', 'wine', 'tuberculosis', 'norovirus', 'hepatitis c virus', 'hiv infection', 'hepatitis c', 'ifn', 'vesicular stomatitis virus', 'chemokine', 'erk', 'tic', 'thrombocytopenia', 'apoptosis', 'stomatitis', 'vaccinia', 'ether', 'ribavirin', 'rigi', 'mycobacterium tuberculosis']"
ef29d131d8b7b3931a5d6741e0074379f2bf8988,"['brucellosis', 'fits', 'urea', 'escherichia coli', 'lactose', 'aloe', 'nr', 'tic', 'calcium', 'pica', 'ether', 'rigi', 'water', 'progesterone', 'vitamin a', 'cholesterol']"
0adc67dd5357d6059c21d54281273e4ffa20f6c4,"['chloramphenicol', 'transcription', 'tic', 'ether']"
fbf67bea57ff8d8636ff70ce87524818187e4b90,"['falls', 'urea', 'nr', 'tic', 'ether', 'rigi', 'water']"
706b1c8434300a1a41f466587aeba907a8138a17,"['rhinovirus', 'ethanol', 'nitrogen', 'hepatitis c virus', 'iodine', 'cox', 'hepatitis c', 'inositol', 'tic', 'ether', 'oxygen']"
35afa31b6222540dac94953eee75b11f38e10c62,"['influenza', 'thc', 'rigi', 'elm']"
fbf5097a23e7986f3074116b903a6761e2a980b3,"['adenovirus', 'fluorescein', 'pam', 'ethylcellulose', 'streptomycin', 'simian virus 40', 'tic', 'glucose', 'phenol', 'respiratory syncytial virus', 'ether', 'methylcellulose', 'glutamine', 'gentamicin']"
2d8f5b4b46a2ba3e91d7c203d6c000e7b52bd1de,"['rhinovirus', 'adenovirus', 'influenza', 'human metapneumovirus', 'parainfluenza', 'transcription', 'cough', 'nr', 'tic', 'respiratory syncytial virus']"
6e42d31c111fe5468819214564ea2c57ee42bb89,"['visual impairment', 'fluorescein', 'tuberculosis', 'retinal pathology', 'helium', 'ifn', 'toxoplasmosis', 'tic', 'tnf', 'aids', 'keratitis', 'pica', 'onchocerciasis', 'uveitis', 'rigi', 'severe acute respiratory syndrome', 'common cold', 'elm', 'rosin']"
